customer_id,monthly_fee,tenure_months,support_tickets,logins_per_month,churn
965,30,10,1,54,1
966,20,27,0,34,0
967,10,15,2,59,0
968,100,11,1,47,0
969,50,47,0,1,1
970,100,26,1,22,0
971,50,24,1,33,0
972,100,13,3,44,0
973,100,32,3,54,0
974,100,37,0,47,0
975,50,4,0,58,0
976,50,13,0,18,0
977,100,9,2,47,0
978,20,34,1,39,0
979,30,37,0,12,0
980,30,7,2,10,0
981,30,1,3,2,0
982,50,12,1,2,0
983,50,21,1,6,0
984,20,11,1,20,0
985,30,44,0,38,0
986,30,44,2,28,0
987,100,44,3,56,0
988,50,14,2,59,0
989,30,34,2,42,1
990,20,34,3,3,1
991,20,25,0,48,1
992,30,4,1,37,0
993,50,26,4,37,1
994,20,16,1,42,0
995,100,10,2,25,0
996,20,45,2,23,0
997,10,2,1,13,0
998,10,35,1,57,0
999,50,19,1,24,0
1000,30,6,0,3,0
1001,50,19,1,50,0
1002,50,8,1,51,0
1003,50,14,2,38,0
1004,50,10,1,59,0
1005,100,3,3,28,0
1006,100,38,3,26,0
1007,20,29,2,20,0
1008,10,15,0,27,0
1009,50,23,1,1,0
1010,20,23,0,10,0
1011,10,18,1,10,0
1012,30,46,4,57,1
1013,100,19,1,54,0
1014,10,28,0,1,0
1015,30,26,2,32,0
1016,10,10,1,51,0
1017,100,47,0,32,0
1018,100,4,1,43,1
1019,20,2,3,27,0
1020,50,3,2,13,0
1021,10,7,2,17,0
1022,10,16,1,28,0
1023,30,31,2,25,0
1024,100,10,3,52,0
1025,10,19,1,50,0
1026,100,28,2,36,0
1027,10,17,0,47,0
1028,20,28,0,2,0
1029,50,19,0,32,1
1030,10,37,0,32,1
1031,100,23,0,6,0
1032,20,20,1,54,0
1033,10,13,2,31,0
1034,30,13,2,59,0
1035,50,43,0,55,0
1036,10,11,0,9,0
1037,20,15,1,43,0
1038,30,17,1,57,0
1039,20,28,1,52,0
1040,20,19,1,16,0
1041,30,4,1,25,0
1042,20,22,2,40,1
1043,30,22,0,28,0
1044,10,37,1,17,0
1045,30,39,1,31,1
1046,30,34,1,55,0
1047,50,33,0,23,0
1048,30,44,3,31,0
1049,30,42,2,26,0
1050,10,40,0,4,0
1051,50,33,2,39,0
1052,100,12,1,43,0
1053,10,2,1,59,0
1054,10,28,0,43,0
1055,100,10,1,43,0
1056,30,22,3,58,0
1057,20,17,0,58,1
1058,50,26,2,53,0
1059,20,3,1,53,0
1060,100,7,1,15,0
1061,10,44,2,37,0
1062,10,8,2,38,1
1063,50,20,4,23,0
1064,10,12,3,5,0
1065,10,35,2,41,0
1066,50,17,1,43,0
1067,50,28,0,25,0
1068,100,41,0,30,0
1069,10,10,1,55,1
1070,10,22,3,26,0
1071,100,38,2,3,0
1072,30,33,1,52,0
1073,30,22,0,4,0
1074,30,44,0,55,0
1075,100,37,3,47,0
1076,10,13,1,18,0
1077,100,27,0,59,0
1078,100,15,2,37,0
1079,30,22,0,11,0
1080,20,30,0,11,0
1081,10,43,1,36,0
1082,30,40,2,16,0
1083,20,37,2,58,0
1084,20,34,2,43,0
1085,50,44,1,25,0
1086,10,34,1,1,0
1087,20,35,0,26,0
1088,30,42,0,45,0
1089,50,19,0,30,0
1090,10,8,2,51,0
1091,100,39,4,6,1
1092,30,33,1,27,0
1093,20,44,2,52,1
1094,20,28,1,19,0
1095,30,37,0,38,1
1096,20,25,2,45,1
1097,50,36,1,43,0
1098,10,17,1,19,0
1099,50,24,0,39,0
1100,20,21,0,44,0
1101,100,2,2,32,0
1102,10,31,2,48,0
1103,10,44,0,1,0
1104,30,33,5,25,0
1105,30,30,2,47,0
1106,100,12,3,13,0
1107,10,44,1,10,1
1108,100,12,0,18,0
1109,30,24,1,36,0
1110,30,24,2,22,0
1111,10,11,0,6,0
1112,50,13,1,27,1
1113,20,27,2,8,0
1114,30,8,1,24,0
1115,30,10,1,20,0
1116,50,8,3,22,0
1117,50,20,3,9,0
1118,100,8,1,55,1
1119,100,9,4,40,0
1120,20,7,1,56,0
1121,20,14,0,50,0
1122,10,28,1,39,1
1123,100,2,3,19,0
1124,30,43,5,55,0
1125,100,8,3,50,0
1126,30,13,3,1,1
1127,50,21,0,11,0
1128,100,47,3,41,0
1129,50,28,0,42,0
1130,20,35,1,10,0
1131,20,23,1,1,0
1132,10,46,3,27,0
1133,100,15,2,17,0
1134,50,2,1,59,1
1135,30,12,2,44,1
1136,20,36,0,44,0
1137,20,3,2,51,1
1138,30,5,2,17,0
1139,50,3,1,39,0
1140,50,47,3,55,0
1141,100,19,2,43,0
1142,100,2,1,56,1
1143,10,44,1,2,1
1144,20,37,0,48,0
1145,100,17,1,23,0
1146,50,14,1,41,0
1147,30,28,1,59,1
1148,50,27,0,10,0
